baseline_kp,baseline_ki,baseline_kd,recommended_kp,recommended_ki,recommended_kd,delta_kp,delta_ki,delta_kd,mean_error,mean_abs_error,error_std,temp_swing,pwm_mean,pwm_max,zero_crossings,in_band_ratio,overshoot_pct,settling_sec,saturation_ratio,preview_in_band_ratio,preview_overshoot_c,preview_settling_sec,preview_mean_abs_error,preview_saturation_ratio,preview_temp_swing,recommendation_id,device_code,problem_type,candidate_id,effect_outcome,preview_gap_level,feedback_usable_for_training
2.55,0.33,0.05,2.3355,0.30075,0.0742,-0.2145,-0.02925,0.0242,-0.2125,0.731,0.62,1.87,51.0,80.0,2,0.42,5.1,720.0,0.07,0.033333,6.375711,,2.836509,0.0,7.608836,defense-training-overshoot_high_1-conservative,TRAIN-overshoot_high_1,overshoot_high,conservative,improved,low,True
2.55,0.33,0.05,2.1705,0.28275,0.07266,-0.3795,-0.04725,0.02266,-0.2125,0.731,0.62,1.87,51.0,80.0,2,0.42,5.1,720.0,0.07,0.033333,5.85409,,2.755401,0.0,7.087215,defense-training-overshoot_high_1-aggressive,TRAIN-overshoot_high_1,overshoot_high,aggressive,worse,high,True
2.55,0.33,0.05,2.286,0.2985,0.0797,-0.264,-0.0315,0.0297,-0.2125,0.731,0.62,1.87,51.0,80.0,2,0.42,5.1,720.0,0.07,0.033333,6.289177,,2.849814,0.0,7.522302,defense-training-overshoot_high_1-overshoot_guard,TRAIN-overshoot_high_1,overshoot_high,overshoot_guard,improved,low,True
2.55,0.33,0.05,2.187,0.28725,0.0731,-0.363,-0.04275,0.0231,-0.2125,0.731,0.62,1.87,51.0,80.0,2,0.42,5.1,720.0,0.07,0.033333,5.966183,,2.796427,0.0,7.199308,defense-training-overshoot_high_1-settling_focus,TRAIN-overshoot_high_1,overshoot_high,settling_focus,worse,high,True
2.55,0.33,0.05,2.55,0.33,0.05,0.0,0.0,0.0,-0.2125,0.731,0.62,1.87,51.0,80.0,2,0.42,5.1,720.0,0.07,0.033333,7.183514,,2.99231,0.0,8.416639,defense-training-overshoot_high_1-baseline_hold,TRAIN-overshoot_high_1,overshoot_high,baseline_hold,unchanged,medium,True
2.4,0.3,0.055,2.3,0.285,0.065,-0.1,-0.015,0.01,3.9099999999999997,3.9099999999999997,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,18.8036,,8.643767,0.0,12.96162,defense-training-saturation_limited_1-rule_center,TRAIN-saturation_limited_1,saturation_limited,rule_center,unchanged,high,True
2.4,0.3,0.055,2.33825,0.29103,0.066,-0.06175,-0.00897,0.011,3.9099999999999997,3.9099999999999997,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,19.317726,,8.780114,0.0,13.192977,defense-training-saturation_limited_1-conservative,TRAIN-saturation_limited_1,saturation_limited,conservative,unchanged,medium,True
2.4,0.3,0.055,2.29,0.28425,0.0652,-0.11,-0.01575,0.0102,3.9099999999999997,3.9099999999999997,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,18.727355,,8.639363,0.0,12.92731,defense-training-saturation_limited_1-aggressive,TRAIN-saturation_limited_1,saturation_limited,aggressive,worse,high,True
2.4,0.3,0.055,2.32,0.2895,0.0685,-0.08,-0.0105,0.0135,3.9099999999999997,3.9099999999999997,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,19.16723,,8.766602,0.0,13.125253,defense-training-saturation_limited_1-overshoot_guard,TRAIN-saturation_limited_1,saturation_limited,overshoot_guard,unchanged,high,True
2.4,0.3,0.055,2.29,0.28575,0.0655,-0.11,-0.01425,0.0105,3.9099999999999997,3.9099999999999997,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,18.832925,,8.696904,0.0,12.974816,defense-training-saturation_limited_1-settling_focus,TRAIN-saturation_limited_1,saturation_limited,settling_focus,worse,high,True
2.4,0.3,0.055,2.4,0.3,0.055,0.0,0.0,0.0,3.9099999999999997,3.9099999999999997,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,20.0939,,8.966458,0.0,13.542255,defense-training-saturation_limited_1-baseline_hold,TRAIN-saturation_limited_1,saturation_limited,baseline_hold,unchanged,high,True
2.25,0.33,0.06,2.52,0.356,0.056,0.27,0.026,-0.004,2.125,2.2525,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.266667,23.422914,,4.167087,0.0,26.994905,defense-training-preview_mismatch_1-rule_center,TRAIN-preview_mismatch_1,slow_response,rule_center,unchanged,high,True
2.25,0.33,0.06,2.439,0.3482,0.0558,0.189,0.0182,-0.0042,2.125,2.2525,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.033333,18.295765,,7.184933,0.0,21.126449,defense-training-preview_mismatch_1-conservative,TRAIN-preview_mismatch_1,slow_response,conservative,unchanged,medium,True
2.25,0.33,0.06,2.6415,0.3638,0.05648,0.3915,0.0338,-0.00352,2.125,2.2525,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.166667,31.836923,,6.558651,0.0,36.503204,defense-training-preview_mismatch_1-aggressive,TRAIN-preview_mismatch_1,slow_response,aggressive,worse,high,True
2.25,0.33,0.06,2.466,0.3482,0.0614,0.216,0.0182,0.0014,2.125,2.2525,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.066667,22.605701,,7.070331,0.0,26.131209,defense-training-preview_mismatch_1-overshoot_guard,TRAIN-preview_mismatch_1,slow_response,overshoot_guard,unchanged,high,True
2.25,0.33,0.06,2.5956,0.35808,0.05632,0.3456,0.02808,-0.00368,2.125,2.2525,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.166667,19.480566,,6.557969,0.0,22.42194,defense-training-preview_mismatch_1-settling_focus,TRAIN-preview_mismatch_1,slow_response,settling_focus,worse,high,True
2.25,0.33,0.06,2.25,0.33,0.06,0.0,0.0,0.0,2.125,2.2525,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.033333,16.540758,,7.329981,0.0,19.2274,defense-training-preview_mismatch_1-baseline_hold,TRAIN-preview_mismatch_1,slow_response,baseline_hold,unchanged,high,True
2.0,0.27,0.05,2.12,0.36,0.05,0.12,0.09,0.0,0.95,0.98,0.12,0.45,65.0,76.0,0,0.12,0.0,900.0,0.05,0.0,5.4919,,2.797875,0.0,3.821355,defense-training-steady_state_error_2-rule_center,TRAIN-steady_state_error_2,steady_state_error,rule_center,improved,medium,True
2.0,0.27,0.05,2.084,0.333,0.05,0.084,0.063,0.0,0.95,0.98,0.12,0.45,65.0,76.0,0,0.12,0.0,900.0,0.05,0.0,5.00968,,2.560622,0.0,3.604356,defense-training-steady_state_error_2-conservative,TRAIN-steady_state_error_2,steady_state_error,conservative,unchanged,medium,True
2.0,0.27,0.05,2.174,0.387,0.05,0.174,0.117,0.0,0.95,0.98,0.12,0.45,65.0,76.0,0,0.12,0.0,900.0,0.05,0.0,5.98438,,3.013337,0.0,4.042971,defense-training-steady_state_error_2-aggressive,TRAIN-steady_state_error_2,steady_state_error,aggressive,improved,low,True
2.0,0.27,0.05,2.096,0.333,0.05,0.096,0.063,0.0,0.95,0.98,0.12,0.45,65.0,76.0,0,0.12,0.0,900.0,0.05,0.0,5.01652,,2.551175,0.0,3.607434,defense-training-steady_state_error_2-overshoot_guard,TRAIN-steady_state_error_2,steady_state_error,overshoot_guard,unchanged,medium,True
2.0,0.27,0.05,2.1536,0.3672,0.05,0.1536,0.0972,0.0,0.95,0.98,0.12,0.45,65.0,76.0,0,0.12,0.0,900.0,0.05,0.0,5.634172,,2.839451,0.0,3.885377,defense-training-steady_state_error_2-settling_focus,TRAIN-steady_state_error_2,steady_state_error,settling_focus,improved,low,True
2.0,0.27,0.05,2.0,0.27,0.05,0.0,0.0,0.0,0.95,0.98,0.12,0.45,65.0,76.0,0,0.12,0.0,900.0,0.05,0.0,3.8845,,1.984999,0.0,3.098025,defense-training-steady_state_error_2-baseline_hold,TRAIN-steady_state_error_2,steady_state_error,baseline_hold,unchanged,high,True
2.1,0.22,0.05,2.1,0.253,0.05,0.0,0.033,0.0,1.02,1.02,0.06,0.22,60.0,64.0,0,0.0,0.0,900.0,0.0,0.0,4.01928,,1.945637,0.0,3.158676,defense-training-steady_state_error_integral_only_2-rule_center,TRAIN-steady_state_error_integral_only_2,steady_state_error,rule_center,improved,medium,True
2.1,0.22,0.05,2.1,0.2431,0.05,0.0,0.0231,0.0,1.02,1.02,0.06,0.22,60.0,64.0,0,0.0,0.0,900.0,0.0,0.466667,3.837516,870.0,0.970092,0.0,4.718276,defense-training-steady_state_error_integral_only_2-conservative,TRAIN-steady_state_error_integral_only_2,steady_state_error,conservative,unchanged,medium,True
2.1,0.22,0.05,2.1,0.2629,0.05,0.0,0.0429,0.0,1.02,1.02,0.06,0.22,60.0,64.0,0,0.0,0.0,900.0,0.0,0.0,4.201044,,2.05078,0.0,3.24047,defense-training-steady_state_error_integral_only_2-aggressive,TRAIN-steady_state_error_integral_only_2,steady_state_error,aggressive,improved,low,True
2.1,0.22,0.05,2.1,0.2431,0.05,0.0,0.0231,0.0,1.02,1.02,0.06,0.22,60.0,64.0,0,0.0,0.0,900.0,0.0,0.466667,3.837516,870.0,0.970092,0.0,4.718276,defense-training-steady_state_error_integral_only_2-overshoot_guard,TRAIN-steady_state_error_integral_only_2,steady_state_error,overshoot_guard,unchanged,medium,True
2.1,0.22,0.05,2.1,0.25564,0.05,0.0,0.03564,0.0,1.02,1.02,0.06,0.22,60.0,64.0,0,0.0,0.0,900.0,0.0,0.0,4.06775,,1.973676,0.0,3.180487,defense-training-steady_state_error_integral_only_2-settling_focus,TRAIN-steady_state_error_integral_only_2,steady_state_error,settling_focus,improved,low,True
2.1,0.22,0.05,2.1,0.22,0.05,0.0,0.0,0.0,1.02,1.02,0.06,0.22,60.0,64.0,0,0.0,0.0,900.0,0.0,0.2,3.4134,,0.810414,0.0,4.145545,defense-training-steady_state_error_integral_only_2-baseline_hold,TRAIN-steady_state_error_integral_only_2,steady_state_error,baseline_hold,unchanged,high,True
2.0,0.26,0.05,2.24,0.281,0.047,0.24,0.021,-0.003,0.65,0.78,0.85,3.2,60.0,78.0,0,0.48,0.0,660.0,0.02,0.166667,4.051828,,1.610618,0.0,4.832013,defense-training-slow_response_2-rule_center,TRAIN-slow_response_2,slow_response,rule_center,improved,medium,True
2.0,0.26,0.05,2.168,0.2747,0.04685,0.168,0.0147,-0.00315,0.65,0.78,0.85,3.2,60.0,78.0,0,0.48,0.0,660.0,0.02,0.066667,4.484481,,1.989774,0.0,5.375695,defense-training-slow_response_2-conservative,TRAIN-slow_response_2,slow_response,conservative,unchanged,medium,True
2.0,0.26,0.05,2.348,0.2873,0.04736,0.348,0.0273,-0.00264,0.65,0.78,0.85,3.2,60.0,78.0,0,0.48,0.0,660.0,0.02,0.2,4.753806,,1.719375,0.0,5.666953,defense-training-slow_response_2-aggressive,TRAIN-slow_response_2,slow_response,aggressive,improved,low,True
2.0,0.26,0.05,2.192,0.2747,0.05105,0.192,0.0147,0.00105,0.65,0.78,0.85,3.2,60.0,78.0,0,0.48,0.0,660.0,0.02,0.066667,4.494045,,1.951587,0.0,5.333864,defense-training-slow_response_2-overshoot_guard,TRAIN-slow_response_2,slow_response,overshoot_guard,unchanged,medium,True
2.0,0.26,0.05,2.3072,0.28268,0.04724,0.3072,0.02268,-0.00276,0.65,0.78,0.85,3.2,60.0,78.0,0,0.48,0.0,660.0,0.02,0.366667,4.994709,,1.299662,0.0,5.976067,defense-training-slow_response_2-settling_focus,TRAIN-slow_response_2,slow_response,settling_focus,improved,low,True
2.0,0.26,0.05,2.0,0.26,0.05,0.0,0.0,0.0,0.65,0.78,0.85,3.2,60.0,78.0,0,0.48,0.0,660.0,0.02,0.1,4.400581,,1.983931,0.0,5.299762,defense-training-slow_response_2-baseline_hold,TRAIN-slow_response_2,slow_response,baseline_hold,unchanged,high,True
2.45,0.34,0.055,2.18,0.285,0.075,-0.27,-0.055,0.02,0.02,0.78,0.92,2.9,55.0,84.0,9,0.35,3.5,780.0,0.14,0.033333,6.008393,,2.821899,0.0,7.240633,defense-training-oscillation_2-rule_center,TRAIN-oscillation_2,oscillation,rule_center,unchanged,medium,True
2.45,0.34,0.055,2.2745,0.30425,0.077,-0.1755,-0.03575,0.022,0.02,0.78,0.92,2.9,55.0,84.0,9,0.35,3.5,780.0,0.14,0.033333,6.461437,,2.951652,0.0,7.685613,defense-training-oscillation_2-conservative,TRAIN-oscillation_2,oscillation,conservative,improved,low,True
2.45,0.34,0.055,2.1395,0.28225,0.0756,-0.3105,-0.05775,0.0206,0.02,0.78,0.92,2.9,55.0,84.0,9,0.35,3.5,780.0,0.14,0.033333,5.925049,,2.825995,0.0,7.158765,defense-training-oscillation_2-aggressive,TRAIN-oscillation_2,oscillation,aggressive,worse,high,True
2.45,0.34,0.055,2.234,0.3015,0.082,-0.216,-0.0385,0.027,0.02,0.78,0.92,2.9,55.0,84.0,9,0.35,3.5,780.0,0.14,0.033333,6.379304,,2.957589,0.0,7.604956,defense-training-oscillation_2-overshoot_guard,TRAIN-oscillation_2,oscillation,overshoot_guard,improved,low,True
2.45,0.34,0.055,2.153,0.28775,0.076,-0.297,-0.05225,0.021,0.02,0.78,0.92,2.9,55.0,84.0,9,0.35,3.5,780.0,0.14,0.033333,6.046477,,2.876634,0.0,7.278051,defense-training-oscillation_2-settling_focus,TRAIN-oscillation_2,oscillation,settling_focus,worse,high,True
2.45,0.34,0.055,2.45,0.34,0.055,0.0,0.0,0.0,0.02,0.78,0.92,2.9,55.0,84.0,9,0.35,3.5,780.0,0.14,0.033333,7.28543,,3.166525,0.0,8.49463,defense-training-oscillation_2-baseline_hold,TRAIN-oscillation_2,oscillation,baseline_hold,unchanged,medium,True
2.55,0.33,0.05,2.22,0.285,0.072,-0.33,-0.045,0.022,-0.25,0.86,0.62,2.2,51.0,80.0,2,0.42,6.0,720.0,0.07,0.033333,5.818721,,2.685791,0.0,7.031221,defense-training-overshoot_high_2-rule_center,TRAIN-overshoot_high_2,overshoot_high,rule_center,unchanged,medium,True
2.55,0.33,0.05,2.3355,0.30075,0.0742,-0.2145,-0.02925,0.0242,-0.25,0.86,0.62,2.2,51.0,80.0,2,0.42,6.0,720.0,0.07,0.033333,6.246504,,2.77829,0.0,7.459004,defense-training-overshoot_high_2-conservative,TRAIN-overshoot_high_2,overshoot_high,conservative,improved,low,True
2.55,0.33,0.05,2.1705,0.28275,0.07266,-0.3795,-0.04725,0.02266,-0.25,0.86,0.62,2.2,51.0,80.0,2,0.42,6.0,720.0,0.07,0.033333,5.733608,,2.697914,0.0,6.946108,defense-training-overshoot_high_2-aggressive,TRAIN-overshoot_high_2,overshoot_high,aggressive,worse,high,True
2.55,0.33,0.05,2.286,0.2985,0.0797,-0.264,-0.0315,0.0297,-0.25,0.86,0.62,2.2,51.0,80.0,2,0.42,6.0,720.0,0.07,0.033333,6.161419,,2.791195,0.0,7.373919,defense-training-overshoot_high_2-overshoot_guard,TRAIN-overshoot_high_2,overshoot_high,overshoot_guard,improved,low,True
2.55,0.33,0.05,2.187,0.28725,0.0731,-0.363,-0.04275,0.0231,-0.25,0.86,0.62,2.2,51.0,80.0,2,0.42,6.0,720.0,0.07,0.033333,5.843826,,2.73832,0.0,7.056326,defense-training-overshoot_high_2-settling_focus,TRAIN-overshoot_high_2,overshoot_high,settling_focus,worse,high,True
2.55,0.33,0.05,2.55,0.33,0.05,0.0,0.0,0.0,-0.25,0.86,0.62,2.2,51.0,80.0,2,0.42,6.0,720.0,0.07,0.033333,7.040792,,2.931986,0.0,8.253292,defense-training-overshoot_high_2-baseline_hold,TRAIN-overshoot_high_2,overshoot_high,baseline_hold,unchanged,medium,True
2.4,0.3,0.055,2.3,0.285,0.065,-0.1,-0.015,0.01,4.6,4.6,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,22.916,,10.615053,0.0,14.8122,defense-training-saturation_limited_2-rule_center,TRAIN-saturation_limited_2,saturation_limited,rule_center,unchanged,high,True
2.4,0.3,0.055,2.33825,0.29103,0.066,-0.06175,-0.00897,0.011,4.6,4.6,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,23.520854,,10.770272,0.0,15.084384,defense-training-saturation_limited_2-conservative,TRAIN-saturation_limited_2,saturation_limited,conservative,unchanged,medium,True
2.4,0.3,0.055,2.29,0.28425,0.0652,-0.11,-0.01575,0.0102,4.6,4.6,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,22.8263,,10.611241,0.0,14.771835,defense-training-saturation_limited_2-aggressive,TRAIN-saturation_limited_2,saturation_limited,aggressive,worse,high,True
2.4,0.3,0.055,2.32,0.2895,0.0685,-0.08,-0.0105,0.0135,4.6,4.6,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,23.3438,,10.756843,0.0,15.00471,defense-training-saturation_limited_2-overshoot_guard,TRAIN-saturation_limited_2,saturation_limited,overshoot_guard,unchanged,high,True
2.4,0.3,0.055,2.29,0.28575,0.0655,-0.11,-0.01425,0.0105,4.6,4.6,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,22.9505,,10.678935,0.0,14.827725,defense-training-saturation_limited_2-settling_focus,TRAIN-saturation_limited_2,saturation_limited,settling_focus,worse,high,True
2.4,0.3,0.055,2.4,0.3,0.055,0.0,0.0,0.0,4.6,4.6,0.38,1.3,96.0,100.0,0,0.0,0.0,900.0,0.94,0.0,24.434,,10.981143,0.0,15.4953,defense-training-saturation_limited_2-baseline_hold,TRAIN-saturation_limited_2,saturation_limited,baseline_hold,unchanged,high,True
2.25,0.33,0.06,2.52,0.356,0.056,0.27,0.026,-0.004,2.5,2.65,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.0,16.852556,,7.319335,0.0,19.231653,defense-training-preview_mismatch_2-rule_center,TRAIN-preview_mismatch_2,slow_response,rule_center,unchanged,high,True
2.25,0.33,0.06,2.439,0.3482,0.0558,0.189,0.0182,-0.0042,2.5,2.65,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.333333,12.5525,,2.422089,0.0,13.583441,defense-training-preview_mismatch_2-conservative,TRAIN-preview_mismatch_2,slow_response,conservative,unchanged,medium,True
2.25,0.33,0.06,2.6415,0.3638,0.05648,0.3915,0.0338,-0.00352,2.5,2.65,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.0,20.45574,,8.195883,0.0,23.412951,defense-training-preview_mismatch_2-aggressive,TRAIN-preview_mismatch_2,slow_response,aggressive,worse,high,True
2.25,0.33,0.06,2.466,0.3482,0.0614,0.216,0.0182,0.0014,2.5,2.65,0.45,2.0,83.0,100.0,0,0.0,0.0,900.0,0.62,0.066667,18.444113,,6.287681,0.0,21.328432,defense-training-preview_mismatch_2-overshoot_guard,TRAIN-preview_mismatch_2,slow_response,overshoot_guard,unchanged,high,True
